source,target,weight
234,180,2
506,6574,12
15,5378,1
618,1564,2
398,10663,1
12,5,9
130,22045,11
252,2790,12
162,244,10
609,79,1
9690,5,1
749,329,1
940,1108,5
167,105,3
162,2867,1
1411,3368,1
2254,800,3
1160,273,1
410,4084,3
1302,2288,3
1049,281,6
332,416,11
399,2413,3
2420,630,1
6767,3709,7
4083,2655,1
2239,800,5
4541,130,3
7769,130,4
347,1041,3
276,1627,3
289,11177,1
749,2921,2
41,150,2
4254,408,1
2969,273,3
6574,3522,2
1035,931,2
2969,762,1
398,3631,2
621,237,2
36,1049,1
1041,585,2
3197,583,1
618,583,9
14,4,1
595,46,2
131,79,1
110,86,1
162,583,9
1181,379,2
141,1082,1
614,630,1
1286,1627,2
1049,131,8
1387,416,11
1388,252,4
1081,162,3
164,1020,3
940,368,5
29,1003,4
430,281,4
4102,506,6
993,405,1
131,583,4
162,683,6
419,1003,1
506,1028,1
440,60,1
41,281,3
45,86,1
1025,1386,6
5773,1421,1
162,200,1
2462,12,3
121,244,1
1047,12,2
1091,38,1
1049,2524,1
237,677,1
2464,714,1
430,1010,2
332,46,5
12,506,5
130,4102,3
614,1386,1
873,2262,5
3820,358,1
237,134,3
81,2,1
408,800,10
418,366,5
585,5,3
2969,252,1
667,855,3
29251,410,1
46,3057,2
148,1096,2
4271,410,5
379,1060,5
800,380,5
1123,22,5
800,404,1
533,609,1
290,18,1
826,2524,1
1220,512,3
336,618,2
595,269,1
290,1082,5
14848,130,1
27568,749,5
352,148,11
39,2662,1
1165,583,1
11,1219,1
337,164,4
180,1029,1
130,331,1
22,29,3
46,585,2
430,1047,3
12321,367,2
506,21331,5
29,1050,1
22045,1038,5
2250,6574,1
65,42,3
1420,601,1
331,1076,1
1158,1160,1
8510,16795,1
199,749,1
595,273,5
839,410,11
180,512,3
232,430,1
1390,2722,3
2239,1025,2
419,3709,1
383,148,4
458,1429,5
985,1071,6
39,4773,1
398,862,7
46,4271,3
1041,417,8
1158,855,4
3302,1531,2
6600,131,1
897,142,7
130,4333,8
150,367,2
252,398,11
430,504,1
1020,358,3
621,1536,3
244,585,2
1087,171,1
3958,18,1
271,358,1
4031,19,4
506,4102,7
5,2457,1
19,408,7
1159,40,7
2420,13,2
148,1237,3
130,26722,17
826,631,1
405,1268,1
677,931,3
3911,1420,2
634,31,1
1423,40,1
418,399,2
367,1531,2
350,603,4
60,533,4
410,20,1
209,5,1
1035,180,4
18720,416,1
358,1071,1
466,931,1
46,4361,4
3595,430,1
543,1219,2
610,430,1
828,82,1
1429,252,17
985,2413,1
1041,1159,2
931,873,8
800,430,8
13,606,3
985,399,3
172,273,2
10,2394,1
3258,148,1
5621,6574,2
349,337,2
995,1154,2
984,631,2
18,41,5
11,1158,1
16704,714,1
31,1074,6
1049,13,8
1005,22051,1
1306,415,1
2995,985,1
24,105,5
631,583,3
3015,762,3
714,1181,1
148,762,3
1245,714,1
252,5,28
19,276,10
65,533,4
862,749,6
3898,1162,1
25,98,1
150,897,2
410,26969,1
29,2964,3
1010,631,6
6600,1050,1
5,252,22
12,1388,3
29,10948,1
50358,130,1
1032,543,4
1041,336,2
276,5,4
4172,46,7
1307,276,4
1164,8178,2
366,3709,8
466,985,8
2655,6574,4
862,4084,7
897,5648,3
984,3724,1
641,3008,3
703,631,5
410,330,3
4171,862,3
3368,648,6
1084,1176,2
3522,506,5
417,30200,4
130,289,1
6918,399,1
252,899,1
415,776,1
1387,332,5
6692,5,3
252,1387,16
2477,1390,2
413,82,1
4541,430,1
4553,252,4
44,80,5
1039,641,2
42,28,1
6195,9241,1
234,398,1
6630,800,1
1423,855,2
1010,897,4
985,114,2
506,4326,6
800,408,14
167,25,4
8970,1627,2
4085,416,2
631,24,2
3725,969,2
235,800,1
398,1390,1
1175,5,1
416,4554,2
1010,337,3
148,405,8
408,607,1
630,2420,1
130,1390,5
405,641,9
2,86,5
162,3161,3
667,853,1
1103,1038,8
2441,410,3
71,72,1
1084,7077,3
873,2794,1
56,44,2
42,127,4
6195,8970,2
2079,244,1
641,379,4
1307,1387,1
4031,839,1
2,15,4
12,4085,1
458,800,7
410,1210,6
499,105,1
1032,698,1
800,862,9
430,14888,2
738,11300,1
1533,3709,1
2047,897,1
30929,969,1
416,276,6
150,11596,1
1005,4361,2
826,355,2
82,27,3
3558,1041,3
984,1181,2
398,16214,2
506,244,4
3302,1084,1
337,631,3
82,79,8
3,4795,2
850,3,1
273,1160,3
4114,1387,1
