source,target,weight
543,703,1
1049,1087,1
6195,2331,2
1423,173,1
44,48,1
31,1237,1
1039,358,1
506,141,2
121,631,1
273,416,1
46,2331,2
675,1108,1
681,4032,1
290,595,2
130,32125,2
1038,4083,2
29,703,1
12,19,3
86,105,1
24,327,1
1038,22045,3
800,1210,3
60,94,1
162,978,1
19,4031,1
130,1245,1
19,1103,1
332,4085,2
762,990,3
1020,899,1
33,24,1
512,399,1
749,4255,1
46,4554,1
931,1148,4
148,703,1
681,415,1
289,3456,1
12,1387,4
130,6574,1
506,252,3
6767,10,1
1038,332,3
430,19,1
4,129,1
16,44,1
24,3948,1
368,11422,1
130,1429,2
621,2687,1
46,26789,1
40,3520,1
289,1034,2
410,458,2
46,6574,2
82,2734,1
512,2455,2
252,2790,5
416,130,1
5,6692,1
46,416,1
164,1219,1
1039,2805,1
5,36590,1
368,993,1
79,321,1
1008,18,1
6195,2722,1
58,2251,1
276,6692,1
42,440,1
18,192,1
159,543,1
931,383,1
289,252,1
1159,371,1
331,1084,1
79,42,1
762,337,2
398,19,1
265,39,1
281,24,1
458,33734,1
6195,4031,2
583,61,1
418,940,2
23826,108,1
800,8970,1
409,44,1
984,2964,1
366,2296,2
148,164,1
142,648,1
714,6767,1
897,993,1
1408,1387,1
2722,749,1
861,358,1
1084,189,1
273,595,1
368,1084,3
5,19164,1
164,3371,1
6195,4102,6
281,25580,3
1050,4053,1
281,16214,1
237,630,1
762,1181,1
1108,2464,1
347,1085,1
631,383,2
12,141,1
749,26789,1
355,1194,1
281,603,1
430,20519,1
631,5,3
1025,398,1
1039,3884,1
458,862,3
631,990,2
15,1622,1
289,825,1
281,2441,1
333,3302,1
46,1049,1
940,1087,1
276,2253,2
42,642,1
681,355,1
621,1533,2
897,7972,1
276,26789,1
720,897,1
157,417,1
800,27525,1
130,2919,2
1158,162,1
12,430,1
398,2251,1
19,8970,1
506,3508,2
46,252,3
1158,124,1
33,167,1
12,10348,1
415,1158,2
368,897,2
289,1042,1
1103,12,1
1025,839,3
543,3054,1
430,1038,1
11,60,1
148,1072,2
1038,6163,1
333,7971,1
276,2921,1
1084,142,1
405,1132,2
368,681,2
379,1003,1
415,255,1
39,293,2
1049,367,2
380,6195,1
130,408,1
1090,3008,1
338,14171,2
902,862,1
46,9826,1
22,3820,1
131,379,2
3,8,1
130,4255,1
1627,4333,2
28,4,1
1390,749,1
405,1211,1
418,366,2
1386,1105,1
46,10348,1
506,4718,2
19,839,1
1041,415,2
430,4093,1
130,22045,1
164,1078,2
862,4085,1
506,3522,1
2425,162,1
862,4084,2
595,17131,1
44,52,1
82,18,1
1387,27563,1
29,1042,1
162,1175,1
244,10868,2
749,4113,1
84,65,1
6195,40090,1
3008,1034,2
583,294,1
5587,800,1
5,4033,1
162,3161,1
543,595,1
2580,1564,1
1420,1147,1
41,472,1
861,1390,1
46,9528,1
15,80,1
750,1175,1
862,1005,1
130,10643,1
3368,648,1
18074,3709,1
3,38,1
130,1408,2
681,667,1
6195,5585,2
180,1028,2
512,358,1
458,4031,1
749,2722,1
2296,666,1
347,355,1
1003,466,1
408,4541,1
6574,408,1
750,8023,1
862,416,1
281,993,1
430,4361,1
533,107,1
209,252,1
281,1045,1
150,543,1
1159,3524,1
583,995,1
294,873,1
1049,2867,2
862,1429,2
800,2581,1
58,595,1
26,410,1
2288,1071,1
273,969,1
1071,984,1
189,12,1
130,5587,1
3008,1198,1
940,3793,1
15,52,3
273,10004,1
2969,26871,1
430,3709,1
5,1038,3
1386,4083,1
265,16795,1
31,2963,1
506,162,2
410,408,6
940,1532,1
5,4515,1
130,173,1
252,607,1
762,3015,1
13,416,1
