source,target,weight
1416,1158,2
86,441,1
1181,1071,3
762,4310,1
1415,252,1
2619,5,1
985,681,1
6574,862,3
4326,1038,1
3524,1420,2
430,410,2
2288,16646,1
762,1071,1
995,531,2
2288,2292,1
990,543,2
697,430,2
6321,984,1
40,417,1
410,58,1
1082,2288,1
379,17250,1
1075,150,2
24,2,3
1322,4,1
1424,618,1
2251,430,2
2977,750,1
336,618,1
1627,12,1
16683,648,1
65,60,2
30031,347,3
22,148,3
855,28643,1
1532,31,1
54575,1025,1
931,128,1
418,2,1
265,18,1
2454,405,2
6195,1390,1
618,1082,1
1005,800,4
614,281,1
289,698,2
260,415,1
415,162,2
1028,148,3
417,995,1
892,379,1
15058,4083,1
458,1038,2
1245,430,2
142,5,2
399,1123,2
1164,667,1
506,21474,1
699,30,1
195,533,1
276,506,3
24,4795,1
24,1274,1
11596,331,1
1148,29,2
1041,199,1
1387,862,4
873,641,1
162,16795,1
41,39,2
989,1031,2
3368,714,2
148,31,1
3522,1390,1
408,6195,1
603,60,1
8077,1387,1
703,3008,1
150,472,2
4121,42,1
1091,750,1
969,1025,1
79,14,1
2814,1003,2
630,1087,1
12130,46,2
6574,12,4
13,2288,1
1023,430,1
190,1025,1
2553,331,1
1387,790,1
257,1420,1
1031,379,1
2655,800,2
11141,289,1
1627,6195,2
399,31,1
148,720,1
358,568,1
2553,1071,1
29,1038,1
10958,1025,1
683,276,1
273,595,1
873,29,3
4554,1038,3
11,337,1
368,366,3
1533,7633,1
862,5163,1
660,5,1
839,46,2
681,13222,1
31,1164,1
1220,3008,1
221,1049,1
714,10484,1
4147,800,1
273,89,1
543,289,2
583,368,1
417,1082,2
984,337,1
458,6692,1
379,7055,1
976,897,1
1003,1071,1
714,46,3
2,15,1
289,1220,1
3183,1032,1
46,5174,1
4326,800,1
762,9140,1
1039,940,1
723,12,1
66,24,1
276,46,2
398,1049,3
6195,1627,1
1627,416,2
6195,130,3
114,681,1
749,10561,1
5648,940,2
405,1041,1
347,273,2
379,281,4
150,982,1
32125,862,1
8304,458,2
1104,3368,1
12321,281,3
1533,150,1
130,4097,2
738,895,1
131,11,1
46,29,1
984,1020,1
750,3911,1
714,418,5
4341,12,1
4542,630,2
350,1010,1
1003,29,2
41,85,1
366,237,2
3709,237,2
1100,332,1
2331,5,4
1,39,1
5648,897,1
4361,6574,1
415,7042,1
290,1162,1
1041,3057,1
22041,12,1
89,3,1
595,1041,2
1194,1010,1
7077,16795,1
276,1025,2
4172,1038,1
595,931,1
1038,19,3
3008,7,1
667,417,1
677,1132,1
60,25,1
1050,13,4
252,506,3
180,984,1
4554,1387,1
10,80,1
1627,1038,2
18,10,2
2969,417,1
31,2964,2
46,2969,2
749,458,2
31,200,1
2921,506,3
1025,419,1
252,800,4
533,3057,1
254,44,1
2296,681,2
466,1020,3
1181,379,2
931,8817,1
15952,1005,1
4159,1429,1
15,610,1
993,897,2
4103,2921,1
738,40,2
1775,1627,1
2282,290,1
1420,583,1
667,1147,1
1071,985,2
1075,13,2
358,543,1
4171,1387,2
1084,12502,1
10670,130,1
332,1386,1
86,107,1
607,12,2
5648,410,1
940,244,2
19164,130,4
107,167,2
281,1403,1
1150,1039,2
79,257,1
499,16,1
1103,398,2
79,15,1
1074,984,2
1047,130,2
2790,276,1
273,10745,1
995,398,1
1533,621,3
990,641,1
82,336,1
4541,1386,1
332,4085,2
800,6195,1
408,130,7
4159,506,4
44,282,1
380,162,1
2251,1038,1
86,44,1
681,720,1
301,368,2
238,41,1
1123,762,1
1038,6195,3
2580,273,1
180,972,2
6984,862,1
1408,1386,1
3,65,3
281,1084,2
472,368,2
603,190,1
3368,332,1
969,415,1
940,3008,1
19309,800,1
866,331,2
1038,58,1
252,1306,1
862,1059,1
990,762,2
4361,458,1
839,6574,1
5648,714,2
1387,12,3
1010,1035,1
1387,398,2
38,533,1
1132,31,1
1147,2580,1
415,1377,1
543,337,1
130,1429,3
862,1386,1
1181,29,1
3302,11,1
862,1385,4
2420,418,1
290,1041,2
16,26,1
1307,410,3
990,281,2
1020,289,1
3368,21957,1
22045,410,1
1025,1253,1
273,17768,1
10348,332,1
937,41,1
684,82,1
3345,458,1
3522,46,5
583,36630,1
10155,1038,1
82,766,1
25,42,1
33,82,1
1080,1162,3
2253,1025,1
7633,3302,1
6676,39,1
452,1082,1
31,41,1
46,512,1
862,4082,1
2457,3368,2
252,4084,1
41,15,4
873,3008,1
458,862,1
1025,46,5
1084,252,1
237,418,1
4785,1095,1
82,1,1
750,2969,1
1123,2262,1
4324,862,2
1123,358,2
65,72,1
27,631,1
3558,1164,1
1082,527,1
